host,assigned_family,matched_rule,rules_matched,nearest_rule,why_not,rows,S,sigma,kappa,zT,rule_description
Mn35Si64,tm_silicide,tm_silicide,tm_silicide,,,17,17,16,11,12,"Transition-metal silicide (Mn, Cr, Fe, Ru, Re), Si per metal from 1.7 up to 2.0 / 0.85"
Mn7(ReSi8)2,tm_silicide,tm_silicide,tm_silicide,,,20,20,19,12,13,"Transition-metal silicide (Mn, Cr, Fe, Ru, Re), Si per metal from 1.7 up to 2.0 / 0.85"
Ag0.3Te1Pb1,unassignable,(none),,bicuseo,a required site is empty,13,13,0,0,0,
Ag0.7Sb1.3Te2.3,unassignable,(none),,i_v_vi2,ratio spread 0.571 > 0.15,13,13,10,0,13,
Ag1.7Te1Pb0.15,unassignable,(none),,bicuseo,a required site is empty,15,11,10,7,8,
Bi0.54Te0.46,unassignable,(none),,tetradymite,ratio spread 0.551 > 0.15,3,0,3,3,3,
Bi4Te4.70235Pb1Se2.34765,unassignable,(none),,bicuseo,a required site is empty,3,2,3,3,0,
Bi77Sb23,unassignable,(none),,tetradymite,a required site is empty,4,0,3,4,3,
Ca1Mn1Zn0.8P2,unassignable,(none),,skutterudite,"elements outside rule: Mn,Zn",4,3,3,3,0,
CdCu3SbSe4,unassignable,(none),,tetrahedrite,elements outside rule: Cd,3,2,2,3,3,
Ce(Tl3Te2)3,unassignable,(none),,skutterudite,elements outside rule: Te,9,6,6,6,6,
CeCrB6,unassignable,(none),,skutterudite,"elements outside rule: B,Cr",12,12,9,7,0,
Co3.8Sn6Se6,unassignable,(none),,snse_type,elements outside rule: Co,20,18,0,10,20,
Co4Sb12C1.2,unassignable,(none),,skutterudite,elements outside rule: C,17,11,9,6,10,
Cr2Fe0.41Cu0.59S4,unassignable,(none),,tetrahedrite,elements outside rule: Cr,6,6,0,0,0,
Cu1Bi2.23Te3,unassignable,(none),,i_v_vi2,ratio spread 0.780 > 0.15,5,4,5,5,5,
Cu2Ge0.85Se3,unassignable,(none),,cu2x_ag2x_liquid_like,elements outside rule: Ge,16,9,9,7,7,
Dy1.85S2.775,unassignable,(none),,tetradymite,elements outside rule: Dy,15,10,10,0,0,
Fe0.6Co0.4Te2,unassignable,(none),,tetradymite,"elements outside rule: Co,Fe",20,20,0,0,0,
Fe1.6Cu5.6S4,unassignable,(none),,tetrahedrite,a required site is empty,14,11,10,10,9,
Fe78Si9B13,unassignable,(none),,half_heusler,elements outside rule: B,41,34,28,0,0,
Mg70Sn29,unassignable,(none),,mg2x,ratio spread 0.188 > 0.15,9,8,8,0,0,
MnGe3Sb2Te7,unassignable,(none),,gete_sb2te3_pseudobinary,elements outside rule: Mn,32,21,15,14,22,
NaCd4As3,unassignable,(none),,zintl_122,elements outside rule: Na,3,3,0,0,0,
Nb0.8Fe1Sb1,unassignable,(none),,half_heusler,ratio spread 0.214 > 0.15,32,11,10,22,13,
Si1.23C1,unassignable,(none),,sige,elements outside rule: C,3,3,0,0,0,
Si94P5.5,unassignable,(none),,sige,elements outside rule: P,17,10,10,10,10,
Sr1Zn0.25Cu0.5Sb1,unassignable,(none),,zintl_122,elements outside rule: Cu,12,10,10,10,10,
Ti,unassignable,(none),,half_heusler,a required site is empty,9,6,9,0,0,
V0.05Fe0.7Si0.25,unassignable,(none),,full_heusler,ratio spread 1.385 > 0.15,8,8,0,7,0,
V17Ge31,unassignable,(none),,half_heusler,a required site is empty,4,4,3,0,0,
Zr3Ni1.7Sb4Pt1.2,unassignable,(none),,half_heusler,ratio spread 0.333 > 0.15,16,10,10,10,10,
Zn1.09Sb1,zinc_antimonide,zinc_antimonide,zinc_antimonide,,,15,15,15,9,9,"Zinc antimonide, Zn4Sb3 or ZnSb"
Zn1.1Sb1,zinc_antimonide,zinc_antimonide,zinc_antimonide,,,15,14,14,7,9,"Zinc antimonide, Zn4Sb3 or ZnSb"
Zn13Sb12,zinc_antimonide,zinc_antimonide,zinc_antimonide,,,10,9,9,0,9,"Zinc antimonide, Zn4Sb3 or ZnSb"
Zn3.64Sb2.82,zinc_antimonide,zinc_antimonide,zinc_antimonide,,,13,7,12,9,12,"Zinc antimonide, Zn4Sb3 or ZnSb"
Zn3.6Sb2.7,zinc_antimonide,zinc_antimonide,zinc_antimonide,,,16,16,16,15,16,"Zinc antimonide, Zn4Sb3 or ZnSb"
Zn3.725Sb3,zinc_antimonide,zinc_antimonide,zinc_antimonide,,,30,18,18,17,22,"Zinc antimonide, Zn4Sb3 or ZnSb"
Zn34Sb33,zinc_antimonide,zinc_antimonide,zinc_antimonide,,,13,6,13,5,0,"Zinc antimonide, Zn4Sb3 or ZnSb"
Zn359Sb254,zinc_antimonide,zinc_antimonide,zinc_antimonide,,,17,17,16,17,16,"Zinc antimonide, Zn4Sb3 or ZnSb"
Zn389Sb283,zinc_antimonide,zinc_antimonide,zinc_antimonide,,,17,16,17,17,16,"Zinc antimonide, Zn4Sb3 or ZnSb"
Zn3Sb2,zinc_antimonide,zinc_antimonide,zinc_antimonide,,,11,10,11,0,0,"Zinc antimonide, Zn4Sb3 or ZnSb"
Zn4.4Sb3,zinc_antimonide,zinc_antimonide,zinc_antimonide,,,12,10,8,9,9,"Zinc antimonide, Zn4Sb3 or ZnSb"
Zn51Sb43,zinc_antimonide,zinc_antimonide,zinc_antimonide,,,6,3,4,5,3,"Zinc antimonide, Zn4Sb3 or ZnSb"
Zn51Sb46,zinc_antimonide,zinc_antimonide,zinc_antimonide,,,10,9,9,0,9,"Zinc antimonide, Zn4Sb3 or ZnSb"
Zn57Sb43,zinc_antimonide,zinc_antimonide,zinc_antimonide,,,10,10,0,0,0,"Zinc antimonide, Zn4Sb3 or ZnSb"
Zn803Sb600,zinc_antimonide,zinc_antimonide,zinc_antimonide,,,13,7,0,7,12,"Zinc antimonide, Zn4Sb3 or ZnSb"
Ca1Mg1.8Bi2,zintl_122,zintl_122,zintl_122,,,12,10,10,8,8,1-2-2 Zintl AB2X2
Eu(ZnSb)2,zintl_122,zintl_122,zintl_122,,,217,161,145,64,185,1-2-2 Zintl AB2X2
Eu0.9Zn2Sb2,zintl_122,zintl_122,zintl_122,,,34,32,33,33,32,1-2-2 Zintl AB2X2
Eu1Zn0.5Cd1.5Sb2,zintl_122,zintl_122,zintl_122,,,17,16,17,9,12,1-2-2 Zintl AB2X2
Eu1Zn1.4Cd0.6Sb2,zintl_122,zintl_122,zintl_122,,,28,20,18,18,19,1-2-2 Zintl AB2X2
EuZnCdSb2,zintl_122,zintl_122,zintl_122,,,29,20,7,18,22,1-2-2 Zintl AB2X2
Yb1.05Zn1.9Sb2,zintl_122,zintl_122,zintl_122,,,10,9,9,2,8,1-2-2 Zintl AB2X2
Yb1.1Zn1.9Sb2.1,zintl_122,zintl_122,zintl_122,,,9,8,8,1,8,1-2-2 Zintl AB2X2
Yb1Cd1.9Sb2,zintl_122,zintl_122,zintl_122,,,45,37,38,29,15,1-2-2 Zintl AB2X2
Yb1Mn0.4Cd1.6Sb2,zintl_122,zintl_122,zintl_122,,,13,6,7,6,7,1-2-2 Zintl AB2X2
Yb1Mn0.8Cd1.2Sb2,zintl_122,zintl_122,zintl_122,,,12,7,7,6,7,1-2-2 Zintl AB2X2
Yb1Mn1.5Cd0.5Sb2,zintl_122,zintl_122,zintl_122,,,13,7,6,6,6,1-2-2 Zintl AB2X2
Yb1Zn0.4Cd1.6Sb2,zintl_122,zintl_122,zintl_122,,,64,36,38,30,50,1-2-2 Zintl AB2X2
Yb1Zn0.9Cd1.1Sb2,zintl_122,zintl_122,zintl_122,,,17,16,17,7,13,1-2-2 Zintl AB2X2
Yb1Zn2Sb1.8,zintl_122,zintl_122,zintl_122,,,8,0,0,0,8,1-2-2 Zintl AB2X2
Ca14Bi11,zintl_14_1_11,zintl_14_1_11,zintl_14_1_11,,,11,11,1,0,0,"Zintl A14MX11 (A = Yb, Ca, Sr, Eu; X = Sb, Bi, As), M optional"
Ca14Sb11,zintl_14_1_11,zintl_14_1_11,zintl_14_1_11,,,18,17,18,5,10,"Zintl A14MX11 (A = Yb, Ca, Sr, Eu; X = Sb, Bi, As), M optional"
Ca16Bi11,zintl_14_1_11,zintl_14_1_11,zintl_14_1_11,,,17,9,5,9,0,"Zintl A14MX11 (A = Yb, Ca, Sr, Eu; X = Sb, Bi, As), M optional"
Ca16Sb11,zintl_14_1_11,zintl_14_1_11,zintl_14_1_11,,,18,11,10,9,0,"Zintl A14MX11 (A = Yb, Ca, Sr, Eu; X = Sb, Bi, As), M optional"
Ca2Yb12Sb11,zintl_14_1_11,zintl_14_1_11,zintl_14_1_11,,,47,16,10,16,17,"Zintl A14MX11 (A = Yb, Ca, Sr, Eu; X = Sb, Bi, As), M optional"
Ca4Yb10Sb11,zintl_14_1_11,zintl_14_1_11,zintl_14_1_11,,,44,16,18,15,14,"Zintl A14MX11 (A = Yb, Ca, Sr, Eu; X = Sb, Bi, As), M optional"
Ca6Yb8Sb11,zintl_14_1_11,zintl_14_1_11,zintl_14_1_11,,,7,0,0,7,0,"Zintl A14MX11 (A = Yb, Ca, Sr, Eu; X = Sb, Bi, As), M optional"
Yb10Sb9,zintl_14_1_11,zintl_14_1_11,zintl_14_1_11,,,20,9,6,10,0,"Zintl A14MX11 (A = Yb, Ca, Sr, Eu; X = Sb, Bi, As), M optional"
Yb11Sb10,zintl_14_1_11,zintl_14_1_11,zintl_14_1_11,,,12,9,6,3,7,"Zintl A14MX11 (A = Yb, Ca, Sr, Eu; X = Sb, Bi, As), M optional"
Yb14Sb11,zintl_14_1_11,zintl_14_1_11,zintl_14_1_11,,,1039,722,659,386,605,"Zintl A14MX11 (A = Yb, Ca, Sr, Eu; X = Sb, Bi, As), M optional"
Yb15Sb11,zintl_14_1_11,zintl_14_1_11,zintl_14_1_11,,,7,0,7,0,0,"Zintl A14MX11 (A = Yb, Ca, Sr, Eu; X = Sb, Bi, As), M optional"
Yb3.8Sb3,zintl_14_1_11,zintl_14_1_11,zintl_14_1_11,,,50,48,39,12,37,"Zintl A14MX11 (A = Yb, Ca, Sr, Eu; X = Sb, Bi, As), M optional"
Yb4Bi0.6Sb2.4,zintl_14_1_11,zintl_14_1_11,zintl_14_1_11,,,26,26,14,0,0,"Zintl A14MX11 (A = Yb, Ca, Sr, Eu; X = Sb, Bi, As), M optional"
Yb4Sb2.8,zintl_14_1_11,zintl_14_1_11,zintl_14_1_11,,,19,19,12,0,0,"Zintl A14MX11 (A = Yb, Ca, Sr, Eu; X = Sb, Bi, As), M optional"
Yb4Sb3,zintl_14_1_11,zintl_14_1_11,zintl_14_1_11,,,76,73,60,0,0,"Zintl A14MX11 (A = Yb, Ca, Sr, Eu; X = Sb, Bi, As), M optional"
Ti19Zn81(B13O27)3,zno_based,zno_based,zno_based;other_oxide,,,8,6,4,6,0,ZnO-based oxide (Zn is the majority cation)
Zn0.4532O0.5054,zno_based,zno_based,zno_based;other_oxide,,,19,0,0,19,0,ZnO-based oxide (Zn is the majority cation)
Zn1C0.14O1,zno_based,zno_based,zno_based;other_oxide,,,9,4,0,3,7,ZnO-based oxide (Zn is the majority cation)
Zn1C0.24O1,zno_based,zno_based,zno_based;other_oxide,,,9,5,5,4,4,ZnO-based oxide (Zn is the majority cation)
Zn1O1.06,zno_based,zno_based,zno_based;other_oxide,,,10,10,9,0,0,ZnO-based oxide (Zn is the majority cation)
Zn25O27,zno_based,zno_based,zno_based;other_oxide,,,17,0,17,0,0,ZnO-based oxide (Zn is the majority cation)
Zn3In2O6,zno_based,zno_based,zno_based;other_oxide,,,82,60,52,55,60,ZnO-based oxide (Zn is the majority cation)
Zn5.5In2O8.5,zno_based,zno_based,zno_based;other_oxide,,,12,4,10,4,0,ZnO-based oxide (Zn is the majority cation)
Zn50O53,zno_based,zno_based,zno_based;other_oxide,,,9,4,7,0,0,ZnO-based oxide (Zn is the majority cation)
Zn5In1.6O8,zno_based,zno_based,zno_based;other_oxide,,,18,9,18,9,9,ZnO-based oxide (Zn is the majority cation)
Zn5In2O8,zno_based,zno_based,zno_based;other_oxide,,,36,18,36,9,9,ZnO-based oxide (Zn is the majority cation)
Zn7In2O10,zno_based,zno_based,zno_based;other_oxide,,,9,6,4,6,5,ZnO-based oxide (Zn is the majority cation)
Zn9(GaO6)2,zno_based,zno_based,zno_based;other_oxide,,,18,4,0,8,10,ZnO-based oxide (Zn is the majority cation)
Zn93O107,zno_based,zno_based,zno_based;other_oxide,,,18,9,14,9,9,ZnO-based oxide (Zn is the majority cation)
Zn9Ga1.2O12,zno_based,zno_based,zno_based;other_oxide,,,29,8,5,8,8,ZnO-based oxide (Zn is the majority cation)
