host,assigned_family,matched_rule,rules_matched,nearest_rule,why_not,rows,S,sigma,kappa,zT,rule_description
Mn1Si1.74125,tm_silicide,tm_silicide,tm_silicide,,,16,9,8,8,0,"Transition-metal silicide (Mn, Cr, Fe, Ru, Re), Si per metal from 1.7 up to 2.0 / 0.85"
Mn1Si1.76125,tm_silicide,tm_silicide,tm_silicide,,,14,13,13,0,0,"Transition-metal silicide (Mn, Cr, Fe, Ru, Re), Si per metal from 1.7 up to 2.0 / 0.85"
Mn1Si1.764,tm_silicide,tm_silicide,tm_silicide,,,10,10,10,10,10,"Transition-metal silicide (Mn, Cr, Fe, Ru, Re), Si per metal from 1.7 up to 2.0 / 0.85"
Ag0.12Sn0.82Te1,unassignable,(none),,gete_type,elements outside rule: Ag,9,0,9,8,9,
Ba7(Cu3Si20)2,unassignable,(none),,clathrate_type_i,ratio spread 1.113 > 0.15,19,19,0,0,0,
Ba8(AgGe8)5,unassignable,(none),,clathrate_type_i,ratio spread 1.157 > 0.15,7,4,4,6,4,
Ba8Cu4Si41,unassignable,(none),,clathrate_type_i,ratio spread 1.280 > 0.15,10,10,0,0,0,
Ba8Ni3.8Ge42,unassignable,(none),,clathrate_type_i,ratio spread 1.322 > 0.15,17,8,8,13,13,
Bi37Sb149Te280N27,unassignable,(none),,tetradymite,elements outside rule: N,8,7,7,5,7,
CrCuS2,unassignable,(none),,cu2x_ag2x_liquid_like,elements outside rule: Cr,15,6,1,10,8,
Cu1.6Bi5Se8,unassignable,(none),,i_v_vi2,ratio spread 0.962 > 0.15,6,6,5,5,0,
Cu13Sn3S16,unassignable,(none),,diamond_like_cu,ratio spread 0.708 > 0.15,123,88,85,110,102,
Fe3Cu8(SnS6)2,unassignable,(none),,tetrahedrite,elements outside rule: Sn,15,15,15,15,15,
Ga1Ag9S5.4,unassignable,(none),,cu2x_ag2x_liquid_like,elements outside rule: Ga,5,4,4,0,3,
Ga2.65Fe0.75Co0.25Ge0.35,unassignable,(none),,full_heusler,a required site is empty,19,10,10,10,10,
H6PbCI3N,unassignable,(none),,snse_type,"elements outside rule: C,H,I,N",11,2,0,4,7,
In4Se2.5,unassignable,(none),,diamond_like_cu,a required site is empty,90,56,86,87,88,
La1.2Cr1S3.2,unassignable,(none),,bicuseo,elements outside rule: Cr,46,40,39,0,24,
La3Bi0.8Te3.2,unassignable,(none),,bicuseo,a required site is empty,17,0,8,5,10,
LaNi5,unassignable,(none),,skutterudite,filler above 8% of atoms,21,12,20,0,0,
Mg2.2Si0.4Sn0.47,unassignable,(none),,mg2x,ratio spread 0.234 > 0.15,19,19,19,6,19,
Mn0.1Ge0.8Sb0.1Te1,unassignable,(none),,gete_type,elements outside rule: Mn,11,10,10,11,11,
Mn2Cu3.8Te4,unassignable,(none),,cu2x_ag2x_liquid_like,elements outside rule: Mn,35,24,20,17,16,
Na1.06Te10Pb8,unassignable,(none),,gete_type,elements outside rule: Na,20,10,10,10,10,
Nb0.8Co0.94Sb1,unassignable,(none),,half_heusler,ratio spread 0.219 > 0.15,16,10,10,5,5,
Sm(CuTe)3,unassignable,(none),,cu2x_ag2x_liquid_like,elements outside rule: Sm,14,9,6,8,0,
Sn1Se1.9,unassignable,(none),,snse_type,ratio spread 0.621 > 0.15,7,7,7,7,0,
Te1Pb1C0.84,unassignable,(none),,gete_type,elements outside rule: C,15,13,7,15,15,
TePt,unassignable,(none),,tetradymite,elements outside rule: Pt,53,28,31,26,30,
Ti1.3Mo6Se8,unassignable,(none),,tetradymite,"elements outside rule: Mo,Ti",20,20,19,11,5,
Yb1Sb0.2Te0.8,unassignable,(none),,skutterudite,elements outside rule: Te,20,10,10,10,10,
Zn0.25Sb1.75Te3,unassignable,(none),,tetradymite,elements outside rule: Zn,4,3,3,2,0,
Zn27Ni40Sn33,unassignable,(none),,clathrate_type_i,a required site is empty,8,5,6,0,0,
Zn1.06Sb1,zinc_antimonide,zinc_antimonide,zinc_antimonide,,,15,15,15,9,9,"Zinc antimonide, Zn4Sb3 or ZnSb"
Zn1.08Sb1,zinc_antimonide,zinc_antimonide,zinc_antimonide,,,15,15,15,9,9,"Zinc antimonide, Zn4Sb3 or ZnSb"
Zn13Sb11,zinc_antimonide,zinc_antimonide,zinc_antimonide,,,52,36,20,26,20,"Zinc antimonide, Zn4Sb3 or ZnSb"
Zn13Sb12,zinc_antimonide,zinc_antimonide,zinc_antimonide,,,10,9,9,0,9,"Zinc antimonide, Zn4Sb3 or ZnSb"
Zn19Sb20,zinc_antimonide,zinc_antimonide,zinc_antimonide,,,3,3,3,3,0,"Zinc antimonide, Zn4Sb3 or ZnSb"
Zn3.6Sb3,zinc_antimonide,zinc_antimonide,zinc_antimonide,,,4,3,4,3,4,"Zinc antimonide, Zn4Sb3 or ZnSb"
Zn3.7Sb3,zinc_antimonide,zinc_antimonide,zinc_antimonide,,,12,6,6,4,5,"Zinc antimonide, Zn4Sb3 or ZnSb"
Zn34Sb33,zinc_antimonide,zinc_antimonide,zinc_antimonide,,,13,6,13,5,0,"Zinc antimonide, Zn4Sb3 or ZnSb"
Zn389Sb283,zinc_antimonide,zinc_antimonide,zinc_antimonide,,,17,16,17,17,16,"Zinc antimonide, Zn4Sb3 or ZnSb"
Zn4.32Sb3,zinc_antimonide,zinc_antimonide,zinc_antimonide,,,17,16,16,17,17,"Zinc antimonide, Zn4Sb3 or ZnSb"
Zn4.3Sb3,zinc_antimonide,zinc_antimonide,zinc_antimonide,,,13,6,7,6,7,"Zinc antimonide, Zn4Sb3 or ZnSb"
Zn4.4Sb3,zinc_antimonide,zinc_antimonide,zinc_antimonide,,,12,10,8,9,9,"Zinc antimonide, Zn4Sb3 or ZnSb"
Zn49Sb50,zinc_antimonide,zinc_antimonide,zinc_antimonide,,,6,4,4,0,0,"Zinc antimonide, Zn4Sb3 or ZnSb"
Zn6Sb5,zinc_antimonide,zinc_antimonide,zinc_antimonide,,,8,3,7,3,3,"Zinc antimonide, Zn4Sb3 or ZnSb"
Zn803Sb600,zinc_antimonide,zinc_antimonide,zinc_antimonide,,,13,7,0,7,12,"Zinc antimonide, Zn4Sb3 or ZnSb"
Ba(CdSb)2,zintl_122,zintl_122,zintl_122,,,54,0,0,0,54,1-2-2 Zintl AB2X2
Ba(ZnSb)2,zintl_122,zintl_122,zintl_122,,,123,59,60,68,65,1-2-2 Zintl AB2X2
Ca0.4Yb0.6Cd2Sb2,zintl_122,zintl_122,zintl_122,,,15,12,12,11,13,1-2-2 Zintl AB2X2
Ca0.5Eu0.5Zn2Sb2,zintl_122,zintl_122,zintl_122,,,28,24,25,11,20,1-2-2 Zintl AB2X2
Ca0.5Yb0.5Mg1.9Bi2,zintl_122,zintl_122,zintl_122,,,17,10,10,8,10,1-2-2 Zintl AB2X2
Ca0.75Yb0.25Zn2Sb2,zintl_122,zintl_122,zintl_122,,,25,19,25,23,23,1-2-2 Zintl AB2X2
Ca0.7Yb0.3Mg2Bi2,zintl_122,zintl_122,zintl_122,,,9,5,5,5,5,1-2-2 Zintl AB2X2
Ca1Mg1.9Bi2,zintl_122,zintl_122,zintl_122,,,72,46,43,41,47,1-2-2 Zintl AB2X2
Eu1Mn0.4Cd1.6Sb2,zintl_122,zintl_122,zintl_122,,,12,5,9,7,7,1-2-2 Zintl AB2X2
Yb0.25Eu0.75Zn2Sb2,zintl_122,zintl_122,zintl_122,,,9,9,9,9,9,1-2-2 Zintl AB2X2
Yb1.05Zn1.9Sb2,zintl_122,zintl_122,zintl_122,,,10,9,9,2,8,1-2-2 Zintl AB2X2
Yb1Mn0.6Cd1.4Sb2,zintl_122,zintl_122,zintl_122,,,10,5,7,7,7,1-2-2 Zintl AB2X2
Yb1Zn0.4Cd1.6Sb2,zintl_122,zintl_122,zintl_122,,,64,36,38,30,50,1-2-2 Zintl AB2X2
Yb1Zn0.8Cd1.2Sb2,zintl_122,zintl_122,zintl_122,,,47,38,32,31,32,1-2-2 Zintl AB2X2
Yb1Zn1.85Sb2,zintl_122,zintl_122,zintl_122,,,36,36,35,14,36,1-2-2 Zintl AB2X2
Ca14Bi11,zintl_14_1_11,zintl_14_1_11,zintl_14_1_11,,,11,11,1,0,0,"Zintl A14MX11 (A = Yb, Ca, Sr, Eu; X = Sb, Bi, As), M optional"
Ca14Sb11,zintl_14_1_11,zintl_14_1_11,zintl_14_1_11,,,18,17,18,5,10,"Zintl A14MX11 (A = Yb, Ca, Sr, Eu; X = Sb, Bi, As), M optional"
Ca16Bi11,zintl_14_1_11,zintl_14_1_11,zintl_14_1_11,,,17,9,5,9,0,"Zintl A14MX11 (A = Yb, Ca, Sr, Eu; X = Sb, Bi, As), M optional"
Ca16Sb11,zintl_14_1_11,zintl_14_1_11,zintl_14_1_11,,,18,11,10,9,0,"Zintl A14MX11 (A = Yb, Ca, Sr, Eu; X = Sb, Bi, As), M optional"
Ca2Yb12Sb11,zintl_14_1_11,zintl_14_1_11,zintl_14_1_11,,,47,16,10,16,17,"Zintl A14MX11 (A = Yb, Ca, Sr, Eu; X = Sb, Bi, As), M optional"
Ca2Yb14Sb11,zintl_14_1_11,zintl_14_1_11,zintl_14_1_11,,,7,7,5,0,0,"Zintl A14MX11 (A = Yb, Ca, Sr, Eu; X = Sb, Bi, As), M optional"
Ca6Yb8Sb11,zintl_14_1_11,zintl_14_1_11,zintl_14_1_11,,,7,0,0,7,0,"Zintl A14MX11 (A = Yb, Ca, Sr, Eu; X = Sb, Bi, As), M optional"
Yb10Sb9,zintl_14_1_11,zintl_14_1_11,zintl_14_1_11,,,20,9,6,10,0,"Zintl A14MX11 (A = Yb, Ca, Sr, Eu; X = Sb, Bi, As), M optional"
Yb11Sb10,zintl_14_1_11,zintl_14_1_11,zintl_14_1_11,,,12,9,6,3,7,"Zintl A14MX11 (A = Yb, Ca, Sr, Eu; X = Sb, Bi, As), M optional"
Yb11Sb9,zintl_14_1_11,zintl_14_1_11,zintl_14_1_11,,,84,53,63,19,5,"Zintl A14MX11 (A = Yb, Ca, Sr, Eu; X = Sb, Bi, As), M optional"
Yb13Sb11,zintl_14_1_11,zintl_14_1_11,zintl_14_1_11,,,95,88,86,34,54,"Zintl A14MX11 (A = Yb, Ca, Sr, Eu; X = Sb, Bi, As), M optional"
Yb15Sb11,zintl_14_1_11,zintl_14_1_11,zintl_14_1_11,,,7,0,7,0,0,"Zintl A14MX11 (A = Yb, Ca, Sr, Eu; X = Sb, Bi, As), M optional"
Yb3.8Sb3,zintl_14_1_11,zintl_14_1_11,zintl_14_1_11,,,50,48,39,12,37,"Zintl A14MX11 (A = Yb, Ca, Sr, Eu; X = Sb, Bi, As), M optional"
Yb4Bi0.6Sb2.4,zintl_14_1_11,zintl_14_1_11,zintl_14_1_11,,,26,26,14,0,0,"Zintl A14MX11 (A = Yb, Ca, Sr, Eu; X = Sb, Bi, As), M optional"
Yb4Sb2.8,zintl_14_1_11,zintl_14_1_11,zintl_14_1_11,,,19,19,12,0,0,"Zintl A14MX11 (A = Yb, Ca, Sr, Eu; X = Sb, Bi, As), M optional"
Mg0.1596Zn0.8379O1,zno_based,zno_based,zno_based;other_oxide,,,16,9,16,2,2,ZnO-based oxide (Zn is the majority cation)
Mn0.1Zn0.89O1,zno_based,zno_based,zno_based;other_oxide,,,13,6,6,6,4,ZnO-based oxide (Zn is the majority cation)
Zn0.87In0.13O1,zno_based,zno_based,zno_based;other_oxide,,,5,0,0,5,0,ZnO-based oxide (Zn is the majority cation)
Zn15(GaO9)2,zno_based,zno_based,zno_based;other_oxide,,,13,8,6,6,6,ZnO-based oxide (Zn is the majority cation)
Zn1O1.06,zno_based,zno_based,zno_based;other_oxide,,,10,10,9,0,0,ZnO-based oxide (Zn is the majority cation)
Zn1O1.075,zno_based,zno_based,zno_based;other_oxide,,,48,11,13,12,12,ZnO-based oxide (Zn is the majority cation)
Zn1O1.114,zno_based,zno_based,zno_based;other_oxide,,,26,7,7,6,6,ZnO-based oxide (Zn is the majority cation)
Zn24O25,zno_based,zno_based,zno_based;other_oxide,,,36,34,35,7,8,ZnO-based oxide (Zn is the majority cation)
Zn3In2O6,zno_based,zno_based,zno_based;other_oxide,,,82,60,52,55,60,ZnO-based oxide (Zn is the majority cation)
Zn49O50,zno_based,zno_based,zno_based;other_oxide,,,45,32,37,2,3,ZnO-based oxide (Zn is the majority cation)
Zn5In2O8,zno_based,zno_based,zno_based;other_oxide,,,36,18,36,9,9,ZnO-based oxide (Zn is the majority cation)
Zn7In2O10,zno_based,zno_based,zno_based;other_oxide,,,9,6,4,6,5,ZnO-based oxide (Zn is the majority cation)
Zn877Ga195O1177,zno_based,zno_based,zno_based;other_oxide,,,35,9,7,29,26,ZnO-based oxide (Zn is the majority cation)
Zn90B19O90,zno_based,zno_based,zno_based;other_oxide,,,21,19,7,11,0,ZnO-based oxide (Zn is the majority cation)
Zn9In1.2O12,zno_based,zno_based,zno_based;other_oxide,,,32,8,8,8,8,ZnO-based oxide (Zn is the majority cation)
